Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-23 12:52:24,2018-03-23 12:53:31,1m - 7.628s,FAILED
,,,,,,
Test Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-23 12:52:24,2018-03-23 12:52:39,15.260s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 12:52:25,2018-03-23 12:52:28,3.482s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 12:52:28,2018-03-23 12:52:31,3.227s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 12:52:31,2018-03-23 12:52:32,1.184s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 12:52:32,2018-03-23 12:52:33,0.134s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 12:52:33,2018-03-23 12:52:33,0.890s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 12:52:33,2018-03-23 12:52:34,0.517s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 12:52:34,2018-03-23 12:52:34,0.158s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 12:52:34,2018-03-23 12:52:39,4.447s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 12:52:39,2018-03-23 12:52:39,0.832s,PASSED
,,,,,,
Test Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-23 12:52:39,2018-03-23 12:52:50,10.405s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 12:52:40,2018-03-23 12:52:42,2.461s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 12:52:42,2018-03-23 12:52:46,3.766s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 12:52:46,2018-03-23 12:52:47,1.156s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 12:52:47,2018-03-23 12:52:47,0.122s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 12:52:47,2018-03-23 12:52:48,0.779s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 12:52:48,2018-03-23 12:52:48,0.182s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 12:52:48,2018-03-23 12:52:49,0.379s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 12:52:49,2018-03-23 12:52:49,0.566s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 12:52:49,2018-03-23 12:52:50,0.757s,PASSED
,,,,,,
Test Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-23 12:52:50,2018-03-23 12:53:01,10.896s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 12:52:50,2018-03-23 12:52:53,2.467s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 12:52:53,2018-03-23 12:52:56,3.669s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 12:52:56,2018-03-23 12:52:57,1.170s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 12:52:57,2018-03-23 12:52:58,0.165s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 12:52:58,2018-03-23 12:52:58,0.785s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 12:52:58,2018-03-23 12:53:00,1.615s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 12:53:00,2018-03-23 12:53:01,0.824s,PASSED
,,,,,,
Test Cases/Login_Reg-Login with input only mail (no password),Chrome 65.0.3325.181,,2018-03-23 12:53:01,2018-03-23 12:53:10,9.518s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 12:53:01,2018-03-23 12:53:04,2.528s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 12:53:04,2018-03-23 12:53:07,3.189s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 12:53:07,2018-03-23 12:53:08,1.174s,PASSED
