Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add_report,Chrome 65.0.3325.181,,2018-04-03 10:51:45,2018-04-03 10:59:52,8m - 6.555s,FAILED
,,,,,,
Test Cases/Create_report/Step_1,Chrome 65.0.3325.181,,2018-04-03 10:51:45,2018-04-03 10:52:59,1m - 13.177s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-03 10:51:46,2018-04-03 10:51:49,3.103s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-03 10:51:49,2018-04-03 10:51:52,2.788s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-03 10:51:52,2018-04-03 10:51:53,1.178s,PASSED
"Statement - mail = ""rostyslav.biliaiev@route-report.com""",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.000s,PASSED
"Statement - pass = ""111111""",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.000s,PASSED
Statement - bigtext = org.apache.commons.lang.RandomStringUtils.randomNumeric(2000),Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.008s,PASSED
Statement - mydate = new java.util.Date(),Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.008s,PASSED
"Statement - formattedDate = mydate.format(""MMdd"")",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.004s,PASSED
"Statement - dateHour = mydate.format(""HHmmss"")",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.001s,PASSED
"Statement - x = ""_date_"" + formattedDate + ""_time_"" + dateHour",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.000s,PASSED
"Statement - title = ""Automated test was executed"" + x",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.001s,PASSED
"Statement - authors_text = ""Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors """,Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.000s,PASSED
"Statement - youtube = ""https://youtu.be/2VjmdTtcEQE""",Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:53,0.155s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:51:53,2018-04-03 10:51:54,0.807s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:51:54,2018-04-03 10:51:54,0.131s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:51:54,2018-04-03 10:51:54,0.335s,PASSED
