Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Clicks_without_logging,Chrome 65.0.3325.181,,2018-04-02 09:06:45,2018-04-02 09:11:43,4m - 57.246s,FAILED
,,,,,,
Test Cases/Clicks_with_out_login/Clicks (About Us) - without logging,Chrome 65.0.3325.181,,2018-04-02 09:06:46,2018-04-02 09:07:30,44.282s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:06:46,2018-04-02 09:06:55,8.302s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:06:55,2018-04-02 09:06:57,2.634s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:06:57,2018-04-02 09:06:59,1.704s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:06:59,2018-04-02 09:07:03,3.582s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-02 09:07:03,2018-04-02 09:07:04,1.447s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:07:04,2018-04-02 09:07:04,0.118s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:04,2018-04-02 09:07:04,0.141s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:04,2018-04-02 09:07:05,0.294s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-02 09:07:05,2018-04-02 09:07:06,1.002s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:07:06,2018-04-02 09:07:06,0.011s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:06,2018-04-02 09:07:06,0.115s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:06,2018-04-02 09:07:06,0.254s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-02 09:07:06,2018-04-02 09:07:07,1.004s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:07:07,2018-04-02 09:07:07,0.037s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:07,2018-04-02 09:07:07,0.122s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:07,2018-04-02 09:07:07,0.340s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:07,2018-04-02 09:07:09,1.260s,PASSED
Statement - titleWindowManual_1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-04-02 09:07:09,2018-04-02 09:07:09,0.027s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-04-02 09:07:09,2018-04-02 09:07:09,0.014s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:09,2018-04-02 09:07:09,0.614s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:09,2018-04-02 09:07:09,0.081s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:09,2018-04-02 09:07:10,0.160s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:10,2018-04-02 09:07:11,1.228s,PASSED
Statement - titleWindowManual_2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-04-02 09:07:11,2018-04-02 09:07:11,0.014s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-04-02 09:07:11,2018-04-02 09:07:11,0.004s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:11,2018-04-02 09:07:11,0.203s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:11,2018-04-02 09:07:12,0.639s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:12,2018-04-02 09:07:12,0.225s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:07:12,2018-04-02 09:07:18,6.345s,PASSED
Statement - titleWindowAdd_report_1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-04-02 09:07:18,2018-04-02 09:07:18,0.088s,PASSED
back,Chrome 65.0.3325.181,,2018-04-02 09:07:18,2018-04-02 09:07:19,0.439s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:07:19,2018-04-02 09:07:19,0.286s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:07:19,2018-04-02 09:07:25,5.897s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-04-02 09:07:25,2018-04-02 09:07:26,1.322s,PASSED
