Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Clicks_without_logging,Chrome 65.0.3325.181,,2018-03-29 15:35:57,2018-03-29 15:42:03,6m - 6.052s,FAILED
,,,,,,
Test Cases/Clicks_with_out_login/Clicks (About Us) - without logging,Chrome 65.0.3325.181,,2018-03-29 15:35:57,2018-03-29 15:36:32,34.786s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:35:58,2018-03-29 15:36:01,3.221s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:36:01,2018-03-29 15:36:04,2.604s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:36:04,2018-03-29 15:36:05,1.179s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:05,2018-03-29 15:36:05,0.237s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:05,2018-03-29 15:36:06,1.035s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:06,2018-03-29 15:36:06,0.167s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:06,2018-03-29 15:36:06,0.111s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:06,2018-03-29 15:36:07,0.276s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:07,2018-03-29 15:36:08,1.007s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:08,2018-03-29 15:36:08,0.048s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:08,2018-03-29 15:36:08,0.151s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:08,2018-03-29 15:36:08,0.337s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:08,2018-03-29 15:36:09,1.004s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:09,2018-03-29 15:36:09,0.020s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:09,2018-03-29 15:36:09,0.093s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:09,2018-03-29 15:36:09,0.194s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:09,2018-03-29 15:36:12,2.541s,PASSED
Statement - titleWindowManual_1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-03-29 15:36:12,2018-03-29 15:36:12,0.020s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-03-29 15:36:12,2018-03-29 15:36:12,0.009s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:12,2018-03-29 15:36:12,0.441s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:12,2018-03-29 15:36:13,0.140s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:13,2018-03-29 15:36:13,0.190s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:13,2018-03-29 15:36:14,1.242s,PASSED
Statement - titleWindowManual_2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-03-29 15:36:14,2018-03-29 15:36:14,0.013s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-03-29 15:36:14,2018-03-29 15:36:14,0.002s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:14,2018-03-29 15:36:14,0.163s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:14,2018-03-29 15:36:14,0.143s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:14,2018-03-29 15:36:15,0.132s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:15,2018-03-29 15:36:20,5.362s,PASSED
Statement - titleWindowAdd_report_1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-03-29 15:36:20,2018-03-29 15:36:20,0.563s,PASSED
back,Chrome 65.0.3325.181,,2018-03-29 15:36:20,2018-03-29 15:36:21,0.520s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:21,2018-03-29 15:36:21,0.286s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:21,2018-03-29 15:36:27,5.795s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:27,2018-03-29 15:36:28,1.281s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:28,2018-03-29 15:36:28,0.040s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:28,2018-03-29 15:36:29,0.161s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:29,2018-03-29 15:36:30,1.191s,PASSED
Statement - titleWindowFAQ_1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-03-29 15:36:30,2018-03-29 15:36:30,0.028s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-03-29 15:36:30,2018-03-29 15:36:30,0.002s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:30,2018-03-29 15:36:30,0.158s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:30,2018-03-29 15:36:30,0.089s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:30,2018-03-29 15:36:30,0.144s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 15:36:30,2018-03-29 15:36:31,1.135s,PASSED
Statement - titleWindowFAQ_2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-03-29 15:36:31,2018-03-29 15:36:31,0.011s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-03-29 15:36:31,2018-03-29 15:36:31,0.001s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:36:31,2018-03-29 15:36:32,0.851s,PASSED
,,,,,,
Test Cases/Clicks_with_out_login/Clicks (Author-page) - without logging,Chrome 65.0.3325.181,,2018-03-29 15:36:32,2018-03-29 15:37:01,28.497s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:36:32,2018-03-29 15:36:35,2.495s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:36:35,2018-03-29 15:36:38,3.230s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:36:38,2018-03-29 15:36:39,1.158s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:39,2018-03-29 15:36:42,2.418s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:42,2018-03-29 15:36:42,0.050s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:42,2018-03-29 15:36:42,0.201s,PASSED
switchToWindowIndex,Chrome 65.0.3325.181,,2018-03-29 15:36:42,2018-03-29 15:36:42,0.062s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:42,2018-03-29 15:36:49,6.960s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:49,2018-03-29 15:36:49,0.221s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:49,2018-03-29 15:36:50,1.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:50,2018-03-29 15:36:50,0.215s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:50,2018-03-29 15:36:51,0.180s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:51,2018-03-29 15:36:52,1.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:52,2018-03-29 15:36:52,0.130s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:52,2018-03-29 15:36:52,0.181s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:52,2018-03-29 15:36:53,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:53,2018-03-29 15:36:53,0.107s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:53,2018-03-29 15:36:53,0.166s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:53,2018-03-29 15:36:54,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:54,2018-03-29 15:36:54,0.092s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:54,2018-03-29 15:36:54,0.171s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:54,2018-03-29 15:36:56,1.005s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:56,2018-03-29 15:36:56,0.116s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:36:56,2018-03-29 15:36:57,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:36:57,2018-03-29 15:36:57,0.229s,PASSED
switchToWindowIndex,Chrome 65.0.3325.181,,2018-03-29 15:36:57,2018-03-29 15:36:57,0.028s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:36:57,2018-03-29 15:37:00,2.853s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:37:00,2018-03-29 15:37:01,0.906s,PASSED
,,,,,,
Test Cases/Clicks_with_out_login/Clicks (Authors) - without logging,Chrome 65.0.3325.181,,2018-03-29 15:37:01,2018-03-29 15:37:52,51.079s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:37:01,2018-03-29 15:37:03,2.263s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:37:03,2018-03-29 15:37:07,3.492s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:37:07,2018-03-29 15:37:08,1.172s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:37:08,2018-03-29 15:37:10,2.505s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:37:10,2018-03-29 15:37:16,5.317s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:37:16,2018-03-29 15:37:16,0.296s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:37:16,2018-03-29 15:37:17,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:37:17,2018-03-29 15:37:17,0.322s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:37:17,2018-03-29 15:37:18,0.317s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:37:18,2018-03-29 15:37:18,0.075s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:37:18,2018-03-29 15:37:19,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:37:19,2018-03-29 15:37:19,0.212s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:37:19,2018-03-29 15:37:52,32.911s,FAILED
,,,,,,
Test Cases/Clicks_with_out_login/Clicks (Contact US) - without logging,Chrome 65.0.3325.181,,2018-03-29 15:37:52,2018-03-29 15:38:03,11.709s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:37:52,2018-03-29 15:37:55,2.989s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:37:55,2018-03-29 15:37:58,3.131s,PASSED
