Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-23 10:37:14,2018-03-23 10:38:24,1m - 10.517s,FAILED
,,,,,,
Test Cases/Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-23 10:37:14,2018-03-23 10:37:35,21.464s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 10:37:14,2018-03-23 10:37:18,3.271s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 10:37:18,2018-03-23 10:37:22,4.772s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 10:37:22,2018-03-23 10:37:24,1.200s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:37:24,2018-03-23 10:37:24,0.159s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 10:37:24,2018-03-23 10:37:25,0.946s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 10:37:25,2018-03-23 10:37:25,0.502s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:37:25,2018-03-23 10:37:25,0.119s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 10:37:25,2018-03-23 10:37:35,9.331s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 10:37:35,2018-03-23 10:37:35,0.795s,PASSED
,,,,,,
Test Cases/Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-23 10:37:35,2018-03-23 10:38:06,30.106s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 10:37:36,2018-03-23 10:37:38,2.121s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 10:37:38,2018-03-23 10:37:41,2.861s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 10:37:41,2018-03-23 10:37:42,1.166s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:37:42,2018-03-23 10:37:42,0.204s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 10:37:42,2018-03-23 10:37:43,0.914s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 10:37:43,2018-03-23 10:37:43,0.405s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:37:43,2018-03-23 10:37:43,0.169s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 10:37:43,2018-03-23 10:38:06,22.028s,FAILED
,,,,,,
Test Cases/Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-23 10:38:06,2018-03-23 10:38:15,9.962s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 10:38:06,2018-03-23 10:38:08,2.764s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 10:38:08,2018-03-23 10:38:11,2.548s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 10:38:11,2018-03-23 10:38:12,1.157s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:38:12,2018-03-23 10:38:12,0.153s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 10:38:12,2018-03-23 10:38:13,0.743s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 10:38:13,2018-03-23 10:38:15,1.606s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 10:38:15,2018-03-23 10:38:15,0.845s,PASSED
,,,,,,
Test Cases/Login with input only mail (no password),Chrome 65.0.3325.181,,2018-03-23 10:38:15,2018-03-23 10:38:24,8.456s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 10:38:16,2018-03-23 10:38:18,2.020s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 10:38:18,2018-03-23 10:38:21,2.912s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 10:38:21,2018-03-23 10:38:22,1.175s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:38:22,2018-03-23 10:38:22,0.106s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 10:38:22,2018-03-23 10:38:23,0.969s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 10:38:23,2018-03-23 10:38:23,0.274s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 10:38:23,2018-03-23 10:38:23,0.067s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 10:38:23,2018-03-23 10:38:24,0.766s,PASSED
