Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-29 09:24:17,2018-03-29 09:26:32,2m - 14.866s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-29 09:24:17,2018-03-29 09:24:31,13.371s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:18,2018-03-29 09:24:21,2.965s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:24:21,2018-03-29 09:24:23,2.232s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:24:23,2018-03-29 09:24:24,1.176s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:24,2018-03-29 09:24:24,0.141s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:24:24,2018-03-29 09:24:25,0.842s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:24:25,2018-03-29 09:24:25,0.136s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:25,2018-03-29 09:24:25,0.316s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:24:25,2018-03-29 09:24:30,4.345s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:30,2018-03-29 09:24:31,0.803s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-29 09:24:31,2018-03-29 09:24:38,7.515s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:31,2018-03-29 09:24:33,2.054s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:24:33,2018-03-29 09:24:35,2.613s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:24:35,2018-03-29 09:24:37,1.163s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:37,2018-03-29 09:24:37,0.098s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:24:37,2018-03-29 09:24:37,0.689s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:24:37,2018-03-29 09:24:37,0.110s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:37,2018-03-29 09:24:38,0.637s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-29 09:24:38,2018-03-29 09:24:48,9.848s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:38,2018-03-29 09:24:41,2.693s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:24:41,2018-03-29 09:24:44,2.672s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:24:44,2018-03-29 09:24:45,1.165s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:45,2018-03-29 09:24:45,0.150s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:24:45,2018-03-29 09:24:46,0.658s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:24:46,2018-03-29 09:24:47,1.635s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:47,2018-03-29 09:24:48,0.766s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with input only mail (no password),Chrome 65.0.3325.181,,2018-03-29 09:24:48,2018-03-29 09:24:56,7.737s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:48,2018-03-29 09:24:50,1.999s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:24:50,2018-03-29 09:24:53,2.877s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:24:53,2018-03-29 09:24:54,1.176s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:54,2018-03-29 09:24:54,0.080s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:24:54,2018-03-29 09:24:55,0.809s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:24:55,2018-03-29 09:24:56,0.672s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with password only (no mail),Chrome 65.0.3325.181,,2018-03-29 09:24:56,2018-03-29 09:25:07,10.755s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:24:56,2018-03-29 09:24:59,2.726s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:24:59,2018-03-29 09:25:02,3.088s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:25:02,2018-03-29 09:25:03,1.157s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:03,2018-03-29 09:25:03,0.077s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:03,2018-03-29 09:25:04,0.670s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:25:04,2018-03-29 09:25:06,2.026s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:06,2018-03-29 09:25:06,0.120s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:25:06,2018-03-29 09:25:06,0.031s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:06,2018-03-29 09:25:07,0.742s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Recovering the password with the wrong key,Chrome 65.0.3325.181,,2018-03-29 09:25:07,2018-03-29 09:25:18,11.521s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:07,2018-03-29 09:25:09,1.950s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:25:09,2018-03-29 09:25:12,2.889s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:25:12,2018-03-29 09:25:13,1.167s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:13,2018-03-29 09:25:13,0.073s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:13,2018-03-29 09:25:14,0.885s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:14,2018-03-29 09:25:14,0.364s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:25:14,2018-03-29 09:25:16,2.007s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:16,2018-03-29 09:25:16,0.206s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:16,2018-03-29 09:25:16,0.160s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:16,2018-03-29 09:25:17,0.174s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:17,2018-03-29 09:25:17,0.106s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:25:17,2018-03-29 09:25:17,0.586s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:17,2018-03-29 09:25:18,0.767s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Password recovery with no key input,Chrome 65.0.3325.181,,2018-03-29 09:25:18,2018-03-29 09:25:29,10.656s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:18,2018-03-29 09:25:20,1.983s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:25:20,2018-03-29 09:25:23,2.733s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:25:23,2018-03-29 09:25:24,1.183s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:24,2018-03-29 09:25:24,0.073s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:24,2018-03-29 09:25:25,0.922s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:25,2018-03-29 09:25:25,0.320s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:25:25,2018-03-29 09:25:27,2.003s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:27,2018-03-29 09:25:28,0.176s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:28,2018-03-29 09:25:28,0.141s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:28,2018-03-29 09:25:28,0.118s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:25:28,2018-03-29 09:25:28,0.018s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:28,2018-03-29 09:25:29,0.783s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_reg- Password recovery with different new passwords,Chrome 65.0.3325.181,,2018-03-29 09:25:29,2018-03-29 09:25:44,15.389s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:29,2018-03-29 09:25:31,1.958s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:25:31,2018-03-29 09:25:33,2.565s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:25:33,2018-03-29 09:25:35,1.162s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:35,2018-03-29 09:25:35,0.095s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:35,2018-03-29 09:25:35,0.755s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:25:35,2018-03-29 09:25:36,1.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:36,2018-03-29 09:25:37,0.186s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:25:37,2018-03-29 09:25:38,1.005s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:38,2018-03-29 09:25:38,0.161s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:38,2018-03-29 09:25:38,0.126s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:38,2018-03-29 09:25:38,0.131s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:38,2018-03-29 09:25:38,0.092s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:25:38,2018-03-29 09:25:43,5.278s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:43,2018-03-29 09:25:44,0.722s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration using valid Nick and Mail,Chrome 65.0.3325.181,,2018-03-29 09:25:44,2018-03-29 09:25:57,12.913s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:44,2018-03-29 09:25:47,3.044s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:25:47,2018-03-29 09:25:50,2.423s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:25:50,2018-03-29 09:25:51,1.158s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:51,2018-03-29 09:25:51,0.086s,PASSED
Statement - x = org.apache.commons.lang.RandomStringUtils.randomNumeric(8),Chrome 65.0.3325.181,,2018-03-29 09:25:51,2018-03-29 09:25:51,0.007s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:51,2018-03-29 09:25:52,0.747s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:25:52,2018-03-29 09:25:52,0.178s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:25:52,2018-03-29 09:25:52,0.347s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:25:52,2018-03-29 09:25:56,3.980s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-03-29 09:25:56,2018-03-29 09:25:56,0.078s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:56,2018-03-29 09:25:57,0.730s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering a non-valid nickname,Chrome 65.0.3325.181,,2018-03-29 09:25:57,2018-03-29 09:26:06,9.011s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:25:57,2018-03-29 09:25:59,1.973s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:25:59,2018-03-29 09:26:02,2.510s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:26:02,2018-03-29 09:26:03,1.174s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:26:03,2018-03-29 09:26:03,0.082s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:26:03,2018-03-29 09:26:04,0.689s,PASSED
