Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Clicks_without_logging,Chrome 65.0.3325.181,,2018-03-29 09:11:54,2018-03-29 09:18:07,6m - 13.740s,PASSED
,,,,,,
Test Cases/Clicks_with_out_login/Clicks (About Us) - without logging,Chrome 65.0.3325.181,,2018-03-29 09:11:54,2018-03-29 09:12:45,50.280s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:11:55,2018-03-29 09:12:10,14.550s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:12:10,2018-03-29 09:12:13,3.668s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:12:13,2018-03-29 09:12:15,1.348s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:15,2018-03-29 09:12:17,2.184s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:12:17,2018-03-29 09:12:18,1.100s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:12:18,2018-03-29 09:12:20,2.215s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:20,2018-03-29 09:12:21,0.465s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:21,2018-03-29 09:12:21,0.313s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:12:21,2018-03-29 09:12:22,1.003s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:12:22,2018-03-29 09:12:22,0.021s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:22,2018-03-29 09:12:22,0.104s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:22,2018-03-29 09:12:22,0.330s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 09:12:22,2018-03-29 09:12:23,1.009s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:12:23,2018-03-29 09:12:23,0.023s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:23,2018-03-29 09:12:23,0.154s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:23,2018-03-29 09:12:24,0.192s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 09:12:24,2018-03-29 09:12:25,1.512s,PASSED
Statement - titleWindowManual_1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 65.0.3325.181,,2018-03-29 09:12:25,2018-03-29 09:12:25,0.024s,PASSED
verifyMatch,Chrome 65.0.3325.181,,2018-03-29 09:12:25,2018-03-29 09:12:25,0.014s,PASSED
closeWindowTitle,Chrome 65.0.3325.181,,2018-03-29 09:12:25,2018-03-29 09:12:25,0.240s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 09:12:25,2018-03-29 09:12:26,0.210s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:12:26,2018-03-29 09:12:26,0.148s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-03-29 09:12:26,2018-03-29 09:12:27,1.182s,PASSED
