Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-26 09:21:55,2018-03-26 09:24:59,3m - 3.211s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-26 09:21:56,2018-03-26 09:22:26,30.159s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:21:57,2018-03-26 09:22:10,13.196s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:22:10,2018-03-26 09:22:13,3.757s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:22:14,2018-03-26 09:22:15,1.186s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:15,2018-03-26 09:22:15,0.310s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:22:15,2018-03-26 09:22:18,2.695s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:22:18,2018-03-26 09:22:18,0.403s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:18,2018-03-26 09:22:19,0.631s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-26 09:22:19,2018-03-26 09:22:25,6.689s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:25,2018-03-26 09:22:26,0.877s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-26 09:22:26,2018-03-26 09:22:37,10.906s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:27,2018-03-26 09:22:29,2.516s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:22:29,2018-03-26 09:22:33,3.635s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:22:33,2018-03-26 09:22:34,1.165s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:34,2018-03-26 09:22:34,0.195s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:22:34,2018-03-26 09:22:35,0.794s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:22:35,2018-03-26 09:22:35,0.366s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:35,2018-03-26 09:22:35,0.198s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-26 09:22:35,2018-03-26 09:22:36,0.566s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:36,2018-03-26 09:22:37,1.193s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-26 09:22:37,2018-03-26 09:22:47,10.018s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:37,2018-03-26 09:22:40,2.575s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:22:40,2018-03-26 09:22:43,2.921s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:22:43,2018-03-26 09:22:44,1.162s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:44,2018-03-26 09:22:44,0.191s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:22:44,2018-03-26 09:22:45,0.860s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-26 09:22:45,2018-03-26 09:22:46,1.351s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:46,2018-03-26 09:22:47,0.778s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with input only mail (no password),Chrome 65.0.3325.181,,2018-03-26 09:22:47,2018-03-26 09:22:57,9.358s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:47,2018-03-26 09:22:50,2.418s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:22:50,2018-03-26 09:22:53,3.360s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:22:53,2018-03-26 09:22:54,1.165s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:54,2018-03-26 09:22:55,0.114s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:22:55,2018-03-26 09:22:55,0.933s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:22:55,2018-03-26 09:22:56,0.311s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-26 09:22:56,2018-03-26 09:22:56,0.069s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:56,2018-03-26 09:22:57,0.794s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with password only (no mail),Chrome 65.0.3325.181,,2018-03-26 09:22:57,2018-03-26 09:23:09,12.251s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:22:57,2018-03-26 09:22:59,2.636s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:22:59,2018-03-26 09:23:03,3.514s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:23:03,2018-03-26 09:23:04,1.135s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:04,2018-03-26 09:23:04,0.113s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:23:04,2018-03-26 09:23:05,0.706s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-26 09:23:05,2018-03-26 09:23:07,2.037s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:07,2018-03-26 09:23:07,0.156s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-26 09:23:07,2018-03-26 09:23:07,0.023s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-26 09:23:07,2018-03-26 09:23:09,1.722s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Recovering the password with the wrong key,Chrome 65.0.3325.181,,2018-03-26 09:23:09,2018-03-26 09:23:28,18.793s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:23:10,2018-03-26 09:23:13,3.287s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:23:13,2018-03-26 09:23:16,3.120s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:23:16,2018-03-26 09:23:17,1.155s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:17,2018-03-26 09:23:17,0.100s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:23:17,2018-03-26 09:23:19,1.324s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:19,2018-03-26 09:23:19,0.172s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-26 09:23:19,2018-03-26 09:23:21,2.004s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:23:21,2018-03-26 09:23:21,0.235s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:23:21,2018-03-26 09:23:21,0.227s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:23:21,2018-03-26 09:23:21,0.222s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:21,2018-03-26 09:23:22,0.149s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-26 09:23:22,2018-03-26 09:23:27,5.332s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-26 09:23:27,2018-03-26 09:23:28,0.795s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Password recovery with no key input,Chrome 65.0.3325.181,,2018-03-26 09:23:28,2018-03-26 09:23:40,12.719s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 09:23:28,2018-03-26 09:23:31,2.637s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-26 09:23:31,2018-03-26 09:23:34,3.445s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-26 09:23:34,2018-03-26 09:23:35,1.173s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:35,2018-03-26 09:23:35,0.186s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 09:23:35,2018-03-26 09:23:36,0.898s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 09:23:36,2018-03-26 09:23:37,0.383s,PASSED
