Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add_report,Chrome 65.0.3325.181,,2018-04-03 10:10:13,2018-04-03 10:19:57,9m - 44.028s,FAILED
,,,,,,
Test Cases/Create_report/Step_1,Chrome 65.0.3325.181,,2018-04-03 10:10:13,2018-04-03 10:11:27,1m - 14.206s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-03 10:10:14,2018-04-03 10:10:17,3.108s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-03 10:10:17,2018-04-03 10:10:20,2.835s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-03 10:10:20,2018-04-03 10:10:21,1.160s,PASSED
"Statement - mail = ""rostyslav.biliaiev@route-report.com""",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
"Statement - pass = ""111111""",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
Statement - bigtext = org.apache.commons.lang.RandomStringUtils.randomNumeric(2000),Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.009s,PASSED
Statement - mydate = new java.util.Date(),Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.008s,PASSED
"Statement - formattedDate = mydate.format(""MMdd"")",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.004s,PASSED
"Statement - dateHour = mydate.format(""HHmmss"")",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
"Statement - x = ""_date_"" + formattedDate + ""_time_"" + dateHour",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
"Statement - title = ""Automated test was executed"" + x",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
"Statement - authors_text = ""Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors """,Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
"Statement - youtube = ""https://youtu.be/2VjmdTtcEQE""",Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.001s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:21,0.191s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:10:21,2018-04-03 10:10:22,1.230s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:10:22,2018-04-03 10:10:22,0.211s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:22,2018-04-03 10:10:23,0.191s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-03 10:10:23,2018-04-03 10:10:27,4.242s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:27,2018-04-03 10:10:29,2.032s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:29,2018-04-03 10:10:29,0.152s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 10:10:29,2018-04-03 10:10:30,1.253s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:30,2018-04-03 10:10:32,2.002s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:32,2018-04-03 10:10:37,4.825s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:37,2018-04-03 10:10:40,3.004s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-03 10:10:40,2018-04-03 10:10:40,0.112s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 10:10:40,2018-04-03 10:10:40,0.131s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:40,2018-04-03 10:10:41,0.186s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:41,2018-04-03 10:10:41,0.198s,PASSED
selectOptionByIndex,Chrome 65.0.3325.181,,2018-04-03 10:10:41,2018-04-03 10:10:41,0.250s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:41,2018-04-03 10:10:42,1.003s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:42,2018-04-03 10:10:43,0.592s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:43,2018-04-03 10:10:43,0.242s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:43,2018-04-03 10:10:44,1.003s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:44,2018-04-03 10:10:44,0.153s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:44,2018-04-03 10:10:44,0.294s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 10:10:44,2018-04-03 10:10:44,0.068s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:44,2018-04-03 10:10:45,0.228s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:45,2018-04-03 10:10:45,0.182s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:10:45,2018-04-03 10:10:46,0.719s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:10:46,2018-04-03 10:10:47,1.435s,PASSED
uploadFile,Chrome 65.0.3325.181,,2018-04-03 10:10:47,2018-04-03 10:10:47,0.215s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 10:10:47,2018-04-03 10:10:53,5.301s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:53,2018-04-03 10:10:53,0.109s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:53,2018-04-03 10:10:55,2.001s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:55,2018-04-03 10:10:55,0.521s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 10:10:55,2018-04-03 10:10:56,0.612s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:56,2018-04-03 10:10:56,0.355s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:10:56,2018-04-03 10:10:58,2.002s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:10:58,2018-04-03 10:10:58,0.199s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:10:58,2018-04-03 10:10:59,0.646s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 10:10:59,2018-04-03 10:11:00,1.145s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:11:00,2018-04-03 10:11:01,1.001s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:11:01,2018-04-03 10:11:01,0.187s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:11:01,2018-04-03 10:11:02,1.001s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 10:11:02,2018-04-03 10:11:03,0.256s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:11:03,2018-04-03 10:11:03,0.131s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:11:03,2018-04-03 10:11:03,0.333s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:11:03,2018-04-03 10:11:03,0.142s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 10:11:03,2018-04-03 10:11:06,3.004s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 10:11:06,2018-04-03 10:11:06,0.153s,PASSED
