Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Account,Chrome 65.0.3325.181,,2018-03-29 09:28:24,2018-03-29 09:29:07,43.678s,PASSED
,,,,,,
Test Cases/Account/Change_data_Account,Chrome 65.0.3325.181,,2018-03-29 09:28:24,2018-03-29 09:29:07,43.230s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 09:28:25,2018-03-29 09:28:28,3.142s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 09:28:28,2018-03-29 09:28:31,3.125s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 09:28:31,2018-03-29 09:28:32,1.188s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:28:32,2018-03-29 09:28:32,0.222s,PASSED
Statement - x = org.apache.commons.lang.RandomStringUtils.randomNumeric(8),Chrome 65.0.3325.181,,2018-03-29 09:28:32,2018-03-29 09:28:32,0.006s,PASSED
Statement - s = org.apache.commons.lang.RandomStringUtils.randomNumeric(8),Chrome 65.0.3325.181,,2018-03-29 09:28:32,2018-03-29 09:28:32,0.000s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:32,2018-03-29 09:28:33,0.769s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:33,2018-03-29 09:28:34,0.467s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:28:34,2018-03-29 09:28:34,0.189s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:28:34,2018-03-29 09:28:38,4.713s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-03-29 09:28:38,2018-03-29 09:28:39,0.067s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:28:39,2018-03-29 09:28:39,0.750s,PASSED
clearText,Chrome 65.0.3325.181,,2018-03-29 09:28:39,2018-03-29 09:28:39,0.215s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:28:39,2018-03-29 09:28:40,0.087s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.204s,PASSED
clearText,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.079s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.052s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.219s,PASSED
clearText,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.071s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.032s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.169s,PASSED
clearText,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:40,0.081s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:28:40,2018-03-29 09:28:41,0.035s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:41,2018-03-29 09:28:41,0.421s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 09:28:41,2018-03-29 09:28:41,0.219s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:28:41,2018-03-29 09:28:41,0.159s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 09:28:41,2018-03-29 09:28:41,0.159s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 09:28:41,2018-03-29 09:28:42,0.050s,PASSED
