Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add_report,Chrome 65.0.3325.181,,2018-04-03 09:51:34,2018-04-03 09:56:00,4m - 25.445s,FAILED
,,,,,,
Test Cases/Create_report/Step_1,Chrome 65.0.3325.181,,2018-04-03 09:51:35,2018-04-03 09:53:20,1m - 44.796s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-03 09:51:35,2018-04-03 09:51:41,5.189s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-03 09:51:41,2018-04-03 09:51:45,4.104s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-03 09:51:45,2018-04-03 09:51:46,1.186s,PASSED
"Statement - mail = ""rostyslav.biliaiev@route-report.com""",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.001s,PASSED
"Statement - pass = ""111111""",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.003s,PASSED
Statement - bigtext = org.apache.commons.lang.RandomStringUtils.randomNumeric(2000),Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.000s,PASSED
Statement - mydate = new java.util.Date(),Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.051s,PASSED
"Statement - formattedDate = mydate.format(""MMdd"")",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.021s,PASSED
"Statement - dateHour = mydate.format(""HHmmss"")",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.001s,PASSED
"Statement - x = ""_date_"" + formattedDate + ""_time_"" + dateHour",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.001s,PASSED
"Statement - title = ""Automated test was executed"" + x",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.002s,PASSED
"Statement - authors_text = ""Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors """,Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.001s,PASSED
"Statement - youtube = ""https://youtu.be/2VjmdTtcEQE""",Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.000s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:46,0.240s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:51:46,2018-04-03 09:51:53,7.014s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:51:53,2018-04-03 09:51:53,0.292s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:51:53,2018-04-03 09:51:54,0.761s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-03 09:51:54,2018-04-03 09:52:02,7.739s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:02,2018-04-03 09:52:04,2.032s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:04,2018-04-03 09:52:04,0.164s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:52:04,2018-04-03 09:52:06,1.634s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:06,2018-04-03 09:52:08,2.002s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:08,2018-04-03 09:52:13,4.714s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:13,2018-04-03 09:52:16,3.002s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-03 09:52:16,2018-04-03 09:52:16,0.542s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:52:16,2018-04-03 09:52:16,0.211s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:16,2018-04-03 09:52:17,0.442s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:17,2018-04-03 09:52:17,0.403s,PASSED
selectOptionByIndex,Chrome 65.0.3325.181,,2018-04-03 09:52:17,2018-04-03 09:52:17,0.342s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:17,2018-04-03 09:52:18,1.003s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:18,2018-04-03 09:52:19,0.660s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:19,2018-04-03 09:52:19,0.246s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:19,2018-04-03 09:52:20,1.007s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:20,2018-04-03 09:52:21,0.156s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:21,2018-04-03 09:52:21,0.239s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:52:21,2018-04-03 09:52:21,0.068s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:21,2018-04-03 09:52:21,0.588s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:21,2018-04-03 09:52:24,2.243s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:52:24,2018-04-03 09:52:25,1.596s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:52:25,2018-04-03 09:52:28,2.412s,PASSED
uploadFile,Chrome 65.0.3325.181,,2018-04-03 09:52:28,2018-04-03 09:52:28,0.313s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:52:28,2018-04-03 09:52:37,8.913s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:37,2018-04-03 09:52:37,0.114s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:37,2018-04-03 09:52:39,2.002s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:39,2018-04-03 09:52:40,0.637s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:52:40,2018-04-03 09:52:42,2.479s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:42,2018-04-03 09:52:42,0.169s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:52:42,2018-04-03 09:52:44,2.002s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:52:44,2018-04-03 09:52:48,3.694s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:52:48,2018-04-03 09:52:49,0.725s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:52:49,2018-04-03 09:52:51,1.830s,PASSED
