Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-23 17:42:44,2018-03-23 17:45:08,2m - 24.138s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-23 17:42:45,2018-03-23 17:42:59,14.922s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:42:45,2018-03-23 17:42:48,3.375s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:42:48,2018-03-23 17:42:51,2.910s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:42:51,2018-03-23 17:42:52,1.193s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:42:52,2018-03-23 17:42:53,0.262s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:42:53,2018-03-23 17:42:54,1.126s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:42:54,2018-03-23 17:42:54,0.300s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:42:54,2018-03-23 17:42:54,0.182s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:42:54,2018-03-23 17:42:58,4.215s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:42:58,2018-03-23 17:42:59,1.002s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-23 17:42:59,2018-03-23 17:43:09,9.329s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:43:00,2018-03-23 17:43:02,1.969s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:43:02,2018-03-23 17:43:05,2.719s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:43:05,2018-03-23 17:43:06,1.185s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:43:06,2018-03-23 17:43:06,0.120s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:43:06,2018-03-23 17:43:07,0.843s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:43:07,2018-03-23 17:43:07,0.447s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:43:07,2018-03-23 17:43:07,0.187s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:43:07,2018-03-23 17:43:08,0.581s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:43:08,2018-03-23 17:43:09,0.777s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-23 17:43:09,2018-03-23 17:43:18,9.188s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:43:09,2018-03-23 17:43:11,2.001s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:43:11,2018-03-23 17:43:14,2.696s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:43:14,2018-03-23 17:43:15,1.178s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:43:15,2018-03-23 17:43:15,0.181s,PASSED
