Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-29 15:49:26,2018-03-29 15:51:41,2m - 15.328s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-29 15:49:26,2018-03-29 15:49:40,14.168s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:27,2018-03-29 15:49:30,3.126s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:49:30,2018-03-29 15:49:32,2.688s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:49:32,2018-03-29 15:49:34,1.163s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:49:34,2018-03-29 15:49:34,0.106s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:49:34,2018-03-29 15:49:35,0.926s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:49:35,2018-03-29 15:49:35,0.339s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:49:35,2018-03-29 15:49:35,0.151s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:49:35,2018-03-29 15:49:40,4.600s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:40,2018-03-29 15:49:40,0.725s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-29 15:49:40,2018-03-29 15:49:50,9.581s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:41,2018-03-29 15:49:43,2.009s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:49:43,2018-03-29 15:49:46,3.409s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:49:46,2018-03-29 15:49:47,1.174s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:49:47,2018-03-29 15:49:47,0.079s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:49:47,2018-03-29 15:49:48,0.833s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:49:48,2018-03-29 15:49:48,0.143s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:49:48,2018-03-29 15:49:49,0.333s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:49:49,2018-03-29 15:49:49,0.718s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:49,2018-03-29 15:49:50,0.717s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-29 15:49:50,2018-03-29 15:49:59,9.096s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:50,2018-03-29 15:49:52,1.974s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:49:52,2018-03-29 15:49:55,2.610s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:49:55,2018-03-29 15:49:56,1.162s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:49:56,2018-03-29 15:49:56,0.149s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:49:56,2018-03-29 15:49:57,0.685s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:49:57,2018-03-29 15:49:58,1.613s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:58,2018-03-29 15:49:59,0.777s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with input only mail (no password),Chrome 65.0.3325.181,,2018-03-29 15:49:59,2018-03-29 15:50:07,7.973s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:49:59,2018-03-29 15:50:01,2.029s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:50:01,2018-03-29 15:50:04,2.513s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:50:04,2018-03-29 15:50:05,1.162s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:05,2018-03-29 15:50:05,0.095s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:05,2018-03-29 15:50:06,0.896s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:06,2018-03-29 15:50:06,0.382s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:50:06,2018-03-29 15:50:06,0.040s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:06,2018-03-29 15:50:07,0.715s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with password only (no mail),Chrome 65.0.3325.181,,2018-03-29 15:50:07,2018-03-29 15:50:17,10.124s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:07,2018-03-29 15:50:09,2.000s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:50:09,2018-03-29 15:50:12,3.123s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:50:12,2018-03-29 15:50:14,1.170s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:14,2018-03-29 15:50:14,0.106s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:14,2018-03-29 15:50:14,0.664s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:50:14,2018-03-29 15:50:16,2.020s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:16,2018-03-29 15:50:16,0.176s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:50:16,2018-03-29 15:50:17,0.026s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:17,2018-03-29 15:50:17,0.703s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Recovering the password with the wrong key,Chrome 65.0.3325.181,,2018-03-29 15:50:17,2018-03-29 15:50:25,7.412s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:17,2018-03-29 15:50:19,1.975s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:50:19,2018-03-29 15:50:22,2.679s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:50:22,2018-03-29 15:50:23,1.165s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:23,2018-03-29 15:50:23,0.081s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:23,2018-03-29 15:50:24,0.743s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:24,2018-03-29 15:50:25,0.618s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Password recovery with no key input,Chrome 65.0.3325.181,,2018-03-29 15:50:25,2018-03-29 15:50:34,9.440s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:25,2018-03-29 15:50:28,2.778s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:50:28,2018-03-29 15:50:31,3.897s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:50:31,2018-03-29 15:50:33,1.170s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:33,2018-03-29 15:50:33,0.084s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:33,2018-03-29 15:50:33,0.748s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:33,2018-03-29 15:50:34,0.587s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_reg- Password recovery with different new passwords,Chrome 65.0.3325.181,,2018-03-29 15:50:34,2018-03-29 15:50:51,16.464s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:34,2018-03-29 15:50:37,2.867s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:50:37,2018-03-29 15:50:40,2.674s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:50:40,2018-03-29 15:50:41,1.155s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:41,2018-03-29 15:50:41,0.073s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:41,2018-03-29 15:50:42,0.895s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:50:42,2018-03-29 15:50:43,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:43,2018-03-29 15:50:43,0.113s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 15:50:43,2018-03-29 15:50:44,1.002s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:44,2018-03-29 15:50:44,0.176s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:44,2018-03-29 15:50:44,0.136s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:44,2018-03-29 15:50:44,0.135s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:44,2018-03-29 15:50:45,0.096s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:50:45,2018-03-29 15:50:50,5.260s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:50,2018-03-29 15:50:51,0.741s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration using valid Nick and Mail,Chrome 65.0.3325.181,,2018-03-29 15:50:51,2018-03-29 15:51:06,15.657s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:50:51,2018-03-29 15:50:54,3.180s,PASSED
Statement - mydate = new java.util.Date(),Chrome 65.0.3325.181,,2018-03-29 15:50:54,2018-03-29 15:50:54,0.052s,PASSED
"Statement - formattedDate = mydate.format(""MMdd"")",Chrome 65.0.3325.181,,2018-03-29 15:50:54,2018-03-29 15:50:54,0.003s,PASSED
"Statement - dateHour = mydate.format(""HHmmss"")",Chrome 65.0.3325.181,,2018-03-29 15:50:54,2018-03-29 15:50:54,0.001s,PASSED
"Statement - x = ""date"" + formattedDate + ""time"" + dateHour",Chrome 65.0.3325.181,,2018-03-29 15:50:54,2018-03-29 15:50:54,0.000s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:50:54,2018-03-29 15:50:57,3.391s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:50:57,2018-03-29 15:50:58,1.141s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:50:58,2018-03-29 15:50:59,0.083s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:59,2018-03-29 15:50:59,0.826s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:50:59,2018-03-29 15:51:00,0.523s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:51:00,2018-03-29 15:51:00,0.121s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:51:00,2018-03-29 15:51:05,5.426s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-03-29 15:51:05,2018-03-29 15:51:06,0.070s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:06,2018-03-29 15:51:06,0.691s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering a non-valid nickname,Chrome 65.0.3325.181,,2018-03-29 15:51:06,2018-03-29 15:51:15,8.783s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:07,2018-03-29 15:51:09,1.993s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:51:09,2018-03-29 15:51:12,3.344s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:51:12,2018-03-29 15:51:13,1.171s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:51:13,2018-03-29 15:51:13,0.079s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:51:13,2018-03-29 15:51:14,1.158s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:51:14,2018-03-29 15:51:14,0.043s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:14,2018-03-29 15:51:15,0.701s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail,Chrome 65.0.3325.181,,2018-03-29 15:51:15,2018-03-29 15:51:25,9.506s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:15,2018-03-29 15:51:17,1.998s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:51:17,2018-03-29 15:51:20,3.053s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:51:20,2018-03-29 15:51:21,1.166s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:51:21,2018-03-29 15:51:21,0.076s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:51:21,2018-03-29 15:51:22,0.798s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:51:22,2018-03-29 15:51:23,0.490s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:51:23,2018-03-29 15:51:24,1.059s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:24,2018-03-29 15:51:25,0.731s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration without Mail,Chrome 65.0.3325.181,,2018-03-29 15:51:25,2018-03-29 15:51:33,8.479s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:25,2018-03-29 15:51:27,2.000s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:51:27,2018-03-29 15:51:29,2.654s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:51:29,2018-03-29 15:51:30,1.147s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:51:30,2018-03-29 15:51:31,0.097s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:51:31,2018-03-29 15:51:31,0.653s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-29 15:51:31,2018-03-29 15:51:32,1.065s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:32,2018-03-29 15:51:33,0.733s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration without Nickname,Chrome 65.0.3325.181,,2018-03-29 15:51:33,2018-03-29 15:51:40,7.429s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 15:51:33,2018-03-29 15:51:35,2.026s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 15:51:35,2018-03-29 15:51:38,2.525s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 15:51:38,2018-03-29 15:51:39,1.163s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:51:39,2018-03-29 15:51:39,0.082s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 15:51:39,2018-03-29 15:51:40,0.825s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 15:51:40,2018-03-29 15:51:40,0.676s,FAILED
