Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-03-23 13:16:08,2018-03-23 13:17:31,1m - 22.910s,PASSED
,,,,,,
Test Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-03-23 13:16:08,2018-03-23 13:16:27,18.827s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:08,2018-03-23 13:16:12,4.093s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 13:16:12,2018-03-23 13:16:16,3.507s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 13:16:16,2018-03-23 13:16:17,1.199s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:17,2018-03-23 13:16:17,0.242s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:16:17,2018-03-23 13:16:19,1.223s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:16:19,2018-03-23 13:16:19,0.296s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:19,2018-03-23 13:16:19,0.253s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 13:16:19,2018-03-23 13:16:26,6.773s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:26,2018-03-23 13:16:27,0.872s,PASSED
,,,,,,
Test Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-03-23 13:16:27,2018-03-23 13:16:39,11.787s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:27,2018-03-23 13:16:30,2.489s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 13:16:30,2018-03-23 13:16:33,3.619s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 13:16:33,2018-03-23 13:16:34,1.142s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:34,2018-03-23 13:16:34,0.126s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:16:34,2018-03-23 13:16:35,0.825s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:16:35,2018-03-23 13:16:36,0.391s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:36,2018-03-23 13:16:36,0.202s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 13:16:36,2018-03-23 13:16:37,0.908s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:37,2018-03-23 13:16:39,1.836s,PASSED
,,,,,,
Test Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-03-23 13:16:39,2018-03-23 13:16:51,12.062s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:39,2018-03-23 13:16:43,3.749s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 13:16:43,2018-03-23 13:16:46,3.559s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 13:16:46,2018-03-23 13:16:47,1.134s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:47,2018-03-23 13:16:48,0.237s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:16:48,2018-03-23 13:16:48,0.739s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 13:16:48,2018-03-23 13:16:50,1.597s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:50,2018-03-23 13:16:51,0.795s,PASSED
,,,,,,
Test Cases/Login_Reg-Login with input only mail (no password),Chrome 65.0.3325.181,,2018-03-23 13:16:51,2018-03-23 13:17:02,11.288s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 13:16:51,2018-03-23 13:16:53,2.488s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 13:16:53,2018-03-23 13:16:57,3.845s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 13:16:57,2018-03-23 13:16:58,1.152s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:58,2018-03-23 13:16:58,0.107s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:16:58,2018-03-23 13:16:59,0.880s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:16:59,2018-03-23 13:17:00,0.683s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 13:17:00,2018-03-23 13:17:00,0.129s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 13:17:00,2018-03-23 13:17:02,1.834s,PASSED
,,,,,,
Test Cases/Login_Reg-Login with password only (no mail),Chrome 65.0.3325.181,,2018-03-23 13:17:02,2018-03-23 13:17:17,15.364s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 13:17:02,2018-03-23 13:17:08,6.245s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 13:17:08,2018-03-23 13:17:12,3.961s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 13:17:12,2018-03-23 13:17:14,1.152s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:17:14,2018-03-23 13:17:14,0.105s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:17:14,2018-03-23 13:17:14,0.723s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-23 13:17:14,2018-03-23 13:17:16,2.037s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:17:16,2018-03-23 13:17:17,0.161s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 13:17:17,2018-03-23 13:17:17,0.024s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 13:17:17,2018-03-23 13:17:17,0.752s,PASSED
,,,,,,
Test Cases/Login_Reg-Recovering the password with the wrong key,Chrome 65.0.3325.181,,2018-03-23 13:17:17,2018-03-23 13:17:30,13.078s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 13:17:18,2018-03-23 13:17:20,2.261s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 13:17:20,2018-03-23 13:17:23,3.310s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 13:17:23,2018-03-23 13:17:24,1.149s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:17:24,2018-03-23 13:17:24,0.105s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:17:24,2018-03-23 13:17:26,1.183s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:17:26,2018-03-23 13:17:26,0.220s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-23 13:17:26,2018-03-23 13:17:28,2.002s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:17:28,2018-03-23 13:17:28,0.234s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:17:28,2018-03-23 13:17:28,0.246s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 13:17:28,2018-03-23 13:17:29,0.218s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 13:17:29,2018-03-23 13:17:29,0.211s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 13:17:29,2018-03-23 13:17:29,0.280s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 13:17:29,2018-03-23 13:17:30,1.391s,PASSED
