Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Registration,Chrome 65.0.3325.181,,2018-04-02 09:18:03,2018-04-02 09:20:12,2m - 8.579s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with a valid email and password,Chrome 65.0.3325.181,,2018-04-02 09:18:04,2018-04-02 09:18:18,14.268s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:04,2018-04-02 09:18:07,3.085s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:18:07,2018-04-02 09:18:10,3.107s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:18:10,2018-04-02 09:18:12,1.176s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:12,2018-04-02 09:18:12,0.115s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:12,2018-04-02 09:18:12,0.787s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:12,2018-04-02 09:18:13,0.157s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:13,2018-04-02 09:18:13,0.349s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:18:13,2018-04-02 09:18:17,4.402s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:17,2018-04-02 09:18:18,0.764s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Log in with incorrect invalid email or password,Chrome 65.0.3325.181,,2018-04-02 09:18:18,2018-04-02 09:18:26,7.558s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:18,2018-04-02 09:18:20,2.008s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:18:20,2018-04-02 09:18:23,2.623s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:18:23,2018-04-02 09:18:24,1.169s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:24,2018-04-02 09:18:24,0.093s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:24,2018-04-02 09:18:25,0.736s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:25,2018-04-02 09:18:25,0.114s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:25,2018-04-02 09:18:26,0.639s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail in the mail input field,Chrome 65.0.3325.181,,2018-04-02 09:18:26,2018-04-02 09:18:35,9.781s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:26,2018-04-02 09:18:29,2.749s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:18:29,2018-04-02 09:18:31,2.623s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:18:31,2018-04-02 09:18:32,1.169s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:32,2018-04-02 09:18:32,0.121s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:32,2018-04-02 09:18:33,0.649s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:18:33,2018-04-02 09:18:35,1.619s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:35,2018-04-02 09:18:35,0.748s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with input only mail (no password),Chrome 65.0.3325.181,,2018-04-02 09:18:35,2018-04-02 09:18:43,7.581s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:36,2018-04-02 09:18:38,2.022s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:18:38,2018-04-02 09:18:40,2.885s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:18:40,2018-04-02 09:18:42,1.166s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:42,2018-04-02 09:18:42,0.088s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:42,2018-04-02 09:18:42,0.740s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:42,2018-04-02 09:18:43,0.560s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with password only (no mail),Chrome 65.0.3325.181,,2018-04-02 09:18:43,2018-04-02 09:18:54,10.455s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:43,2018-04-02 09:18:46,2.667s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:18:46,2018-04-02 09:18:49,2.872s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:18:49,2018-04-02 09:18:50,1.158s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:50,2018-04-02 09:18:50,0.097s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:18:50,2018-04-02 09:18:51,0.648s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-02 09:18:51,2018-04-02 09:18:53,2.020s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:18:53,2018-04-02 09:18:53,0.118s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:18:53,2018-04-02 09:18:53,0.032s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:53,2018-04-02 09:18:54,0.704s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Recovering the password with the wrong key,Chrome 65.0.3325.181,,2018-04-02 09:18:54,2018-04-02 09:19:01,7.794s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:18:54,2018-04-02 09:18:56,2.002s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:18:56,2018-04-02 09:18:59,3.014s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:18:59,2018-04-02 09:19:00,1.171s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:00,2018-04-02 09:19:00,0.075s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:00,2018-04-02 09:19:01,0.726s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:01,2018-04-02 09:19:01,0.641s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Password recovery with no key input,Chrome 65.0.3325.181,,2018-04-02 09:19:01,2018-04-02 09:19:10,8.285s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:01,2018-04-02 09:19:04,3.047s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:19:04,2018-04-02 09:19:07,2.528s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:19:07,2018-04-02 09:19:08,1.175s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:08,2018-04-02 09:19:08,0.087s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:08,2018-04-02 09:19:09,0.729s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:09,2018-04-02 09:19:10,0.582s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_reg- Password recovery with different new passwords,Chrome 65.0.3325.181,,2018-04-02 09:19:10,2018-04-02 09:19:26,16.549s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:10,2018-04-02 09:19:13,3.059s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:19:13,2018-04-02 09:19:15,2.674s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:19:15,2018-04-02 09:19:17,1.186s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:17,2018-04-02 09:19:17,0.088s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:17,2018-04-02 09:19:17,0.735s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-02 09:19:17,2018-04-02 09:19:18,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:18,2018-04-02 09:19:19,0.160s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-02 09:19:19,2018-04-02 09:19:20,1.002s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:20,2018-04-02 09:19:20,0.186s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:20,2018-04-02 09:19:20,0.122s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:20,2018-04-02 09:19:20,0.134s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:20,2018-04-02 09:19:20,0.092s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:19:20,2018-04-02 09:19:25,5.230s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:25,2018-04-02 09:19:26,0.741s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration using valid Nick and Mail,Chrome 65.0.3325.181,,2018-04-02 09:19:26,2018-04-02 09:19:34,7.486s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:26,2018-04-02 09:19:28,1.988s,PASSED
Statement - mydate = new java.util.Date(),Chrome 65.0.3325.181,,2018-04-02 09:19:28,2018-04-02 09:19:28,0.006s,PASSED
"Statement - formattedDate = mydate.format(""MMdd"")",Chrome 65.0.3325.181,,2018-04-02 09:19:28,2018-04-02 09:19:28,0.004s,PASSED
"Statement - dateHour = mydate.format(""HHmmss"")",Chrome 65.0.3325.181,,2018-04-02 09:19:28,2018-04-02 09:19:28,0.001s,PASSED
"Statement - x = ""date"" + formattedDate + ""time"" + dateHour",Chrome 65.0.3325.181,,2018-04-02 09:19:28,2018-04-02 09:19:28,0.000s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:19:28,2018-04-02 09:19:31,2.449s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:19:31,2018-04-02 09:19:32,1.174s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:32,2018-04-02 09:19:32,0.084s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:32,2018-04-02 09:19:33,0.712s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:33,2018-04-02 09:19:33,0.189s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:33,2018-04-02 09:19:34,0.713s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering a non-valid nickname,Chrome 65.0.3325.181,,2018-04-02 09:19:34,2018-04-02 09:19:44,10.303s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:34,2018-04-02 09:19:37,2.989s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:19:37,2018-04-02 09:19:40,2.774s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:19:40,2018-04-02 09:19:41,1.172s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:41,2018-04-02 09:19:41,0.074s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:41,2018-04-02 09:19:42,0.778s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:19:42,2018-04-02 09:19:43,1.649s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:43,2018-04-02 09:19:44,0.743s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail,Chrome 65.0.3325.181,,2018-04-02 09:19:44,2018-04-02 09:19:53,9.345s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:44,2018-04-02 09:19:46,2.236s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:19:46,2018-04-02 09:19:49,2.755s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:19:49,2018-04-02 09:19:50,1.160s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:19:50,2018-04-02 09:19:50,0.070s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:50,2018-04-02 09:19:51,0.801s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:19:51,2018-04-02 09:19:51,0.356s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:19:51,2018-04-02 09:19:53,1.082s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:53,2018-04-02 09:19:53,0.747s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration without Mail,Chrome 65.0.3325.181,,2018-04-02 09:19:53,2018-04-02 09:20:02,8.933s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:19:53,2018-04-02 09:19:56,2.258s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:19:56,2018-04-02 09:19:59,2.834s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:19:59,2018-04-02 09:20:00,1.171s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:20:00,2018-04-02 09:20:00,0.070s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:20:00,2018-04-02 09:20:00,0.682s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:20:00,2018-04-02 09:20:01,1.031s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:20:01,2018-04-02 09:20:02,0.766s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration without Nickname,Chrome 65.0.3325.181,,2018-04-02 09:20:02,2018-04-02 09:20:12,9.723s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-02 09:20:02,2018-04-02 09:20:05,2.219s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-02 09:20:05,2018-04-02 09:20:08,2.977s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-02 09:20:08,2018-04-02 09:20:09,1.174s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:20:09,2018-04-02 09:20:09,0.070s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-02 09:20:09,2018-04-02 09:20:10,0.936s,PASSED
click,Chrome 65.0.3325.181,,2018-04-02 09:20:10,2018-04-02 09:20:10,0.337s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-04-02 09:20:10,2018-04-02 09:20:11,1.060s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-02 09:20:11,2018-04-02 09:20:12,0.808s,PASSED
