Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add_report,Chrome 65.0.3325.181,,2018-04-03 09:59:05,2018-04-03 10:07:16,8m - 10.778s,FAILED
,,,,,,
Test Cases/Create_report/Step_1,Chrome 65.0.3325.181,,2018-04-03 09:59:06,2018-04-03 10:00:28,1m - 22.330s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-03 09:59:06,2018-04-03 09:59:10,3.622s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-03 09:59:10,2018-04-03 09:59:12,2.452s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-04-03 09:59:12,2018-04-03 09:59:13,1.191s,PASSED
"Statement - mail = ""rostyslav.biliaiev@route-report.com""",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
"Statement - pass = ""111111""",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
Statement - bigtext = org.apache.commons.lang.RandomStringUtils.randomNumeric(2000),Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.007s,PASSED
Statement - mydate = new java.util.Date(),Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
"Statement - formattedDate = mydate.format(""MMdd"")",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
"Statement - dateHour = mydate.format(""HHmmss"")",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.002s,PASSED
"Statement - x = ""_date_"" + formattedDate + ""_time_"" + dateHour",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
"Statement - title = ""Automated test was executed"" + x",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
"Statement - authors_text = ""Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors Text from authors """,Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
"Statement - youtube = ""https://youtu.be/2VjmdTtcEQE""",Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:13,0.000s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:13,2018-04-03 09:59:14,0.216s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:59:14,2018-04-03 09:59:15,1.258s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-03 09:59:15,2018-04-03 09:59:15,0.275s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:15,2018-04-03 09:59:15,0.160s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-04-03 09:59:15,2018-04-03 09:59:20,4.871s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:59:20,2018-04-03 09:59:22,2.036s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:22,2018-04-03 09:59:22,0.150s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:59:22,2018-04-03 09:59:24,1.286s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:59:24,2018-04-03 09:59:26,2.004s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:26,2018-04-03 09:59:30,4.642s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:59:30,2018-04-03 09:59:33,3.002s,PASSED
switchToWindowTitle,Chrome 65.0.3325.181,,2018-04-03 09:59:33,2018-04-03 09:59:33,0.073s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-04-03 09:59:33,2018-04-03 09:59:34,0.097s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:34,2018-04-03 09:59:34,0.205s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:34,2018-04-03 09:59:34,0.305s,PASSED
selectOptionByIndex,Chrome 65.0.3325.181,,2018-04-03 09:59:34,2018-04-03 09:59:34,0.267s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:59:34,2018-04-03 09:59:35,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:35,2018-04-03 09:59:36,0.598s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:36,2018-04-03 09:59:36,0.256s,PASSED
delay,Chrome 65.0.3325.181,,2018-04-03 09:59:36,2018-04-03 09:59:37,1.004s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:37,2018-04-03 09:59:37,0.139s,PASSED
click,Chrome 65.0.3325.181,,2018-04-03 09:59:37,2018-04-03 09:59:38,0.314s,PASSED
